@relation Train

@attribute X numeric
@attribute Y numeric
@attribute Z numeric
@attribute class {0,1,2}

@data
0.071106,0.993286,0.053436,2
0.309357,1.035797,0.026855,2
0.022539,0.031995,-1.000545,0
-0.812683,0.606628,0.047089,1
0.999813,-0.011913,0.01733,2
0.032878,-1.002854,0.078159,0
-0.216581,-0.952311,0.018525,2
-0.785583,0.610352,0.036285,0
0.032446,-1.0028,0.083012,0
-0.782288,0.641968,0.044678,1
-0.785522,0.61264,0.035553,0
0.032858,-1.003761,0.079465,0
0.033479,-1.002637,0.081056,0
-0.785187,0.611725,0.034576,0
-0.786346,0.612732,0.037354,0
-0.786285,0.610107,0.041504,0
-0.415148,-0.950548,0.164183,2
0.025436,-1.023145,0.101744,1
0.021865,0.03196,-1.000611,0
-0.316499,-0.931235,0.258614,2
-0.784912,0.612122,0.037537,0
-0.785187,0.612457,0.037964,0
0.020186,0.032846,-1.006177,0
-0.786713,0.60968,0.040924,0
0.034789,-1.002235,0.079374,0
0.970836,-0.075544,0.077827,2
1.004077,-0.211864,0.107369,2
0.303833,0.932953,-0.006531,2
-0.778198,0.638123,0.042175,1
-0.786072,0.610626,0.038483,0
0.033757,-1.004092,0.08553,0
0.019601,0.030858,-0.999912,0
0.033033,-1.003429,0.078124,0
0.033532,-1.002969,0.079436,0
0.04448,-1.007805,0.056989,1
0.987892,-0.237997,0.382589,2
0.033666,-1.003696,0.080896,0
0.021082,-1.015367,0.1585,1
-0.21586,-0.961631,0.045708,2
-0.786407,0.610565,0.03891,0
0.01928,0.033066,-1.000274,0
0.020267,0.031856,-0.999009,0
-0.787048,0.610443,0.041473,0
0.020418,0.032294,-0.999427,0
0.033289,-1.003669,0.079494,0
0.034978,-1.001117,0.100859,1
-0.788788,0.609222,0.041595,0
0.903356,-0.368795,0.390423,2
0.03474,-1.003446,0.080678,0
-0.78537,0.610474,0.040039,0
-0.785645,0.610535,0.03894,0
0.999999,-0.026196,0.057897,2
-0.772949,0.614624,0.03418,1
0.032649,-1.00237,0.081275,0
0.033729,-1.003281,0.081417,0
0.032904,-1.002218,0.082831,0
0.013073,0.050773,-1.021577,1
0.032657,-1.003897,0.081693,0
-0.80777,0.630859,0.044128,1
0.018185,0.03122,-0.998576,0
-0.796509,0.590027,0.034424,1
0.033072,-1.003644,0.084255,0
0.316539,-0.451756,0.007713,2
0.019409,0.031309,-0.997928,0
0.032291,-1.002795,0.082739,0
0.032494,-1.002605,0.080847,0
-0.802582,0.623871,0.04483,1
-0.738857,-0.670763,0.006541,2
0.927029,-0.446537,0.178702,2
0.007395,-1.035931,0.166096,1
0.033082,-1.004087,0.080652,0
0.022016,0.031396,-0.998184,0
-0.786835,0.609955,0.039429,0
0.033503,-1.002704,0.079865,0
0.020578,0.031316,-0.999473,0
0.115723,0.781891,-0.035461,2
-0.786743,0.610809,0.039215,0
0.051541,-0.978077,-0.02374,1
0.014581,0.035714,-0.993168,0
0.020144,0.031437,-0.997921,0
0.033445,-1.002565,0.080507,0
-0.232071,-0.975098,0.097325,2
-0.7854,0.611816,0.035309,0
-0.786713,0.610504,0.040497,0
-0.784943,0.611908,0.03598,0
0.022856,0.030848,-1.001323,0
-0.740566,-0.713613,0.052804,2
0.020233,0.032578,-0.999941,0
-0.785522,0.612274,0.034363,0
0.987942,-0.13806,0.078703,2
-0.002362,-1.025364,0.205811,0
-0.786713,0.61084,0.038208,0
0.983514,-0.132062,0.072853,2
0.021282,0.032022,-1.000888,0
-0.786438,0.611023,0.036133,0
-0.078674,0.963135,0.06485,2
-0.729944,-0.676559,0.075111,2
-0.78598,0.609589,0.039093,0
-0.785431,0.612823,0.037231,0
0.032915,-1.002545,0.079442,0
-0.736353,-0.678776,0.081276,2
0.013825,-1.023901,0.103108,1
0.022037,0.033037,-0.999162,0
0.050347,-0.978967,0.05226,1
0.009094,1.02005,0.02182,2
0.03232,-1.002602,0.077645,0
-0.797546,0.625153,0.04541,1
-0.78598,0.610809,0.037659,0
0.984019,-0.193873,0.077332,2
-0.787018,0.611145,0.040527,0
0.029687,-1.003503,0.08894,0
0.033746,-1.003264,0.079067,0
0.018987,0.031391,-1.000881,0
-0.786926,0.609772,0.039703,0
0.032916,-1.003488,0.084043,0
0.033566,-1.002168,0.080418,0
0.025081,-1.015716,0.093158,1
0.018856,0.031653,-0.998565,0
0.061257,-0.981367,-0.020482,1
-0.130524,0.98056,-0.268768,2
-0.861496,-0.513294,0.053323,2
0.020965,0.032712,-0.998595,0
0.019994,0.031236,-0.998686,0
0.032569,-0.034751,-0.979861,0
0.019409,0.031696,-0.998956,0
-0.764618,0.580719,0.038574,1
0.035081,0.03542,-0.950493,1
-0.808014,0.59433,0.050293,1
0.035399,-1.003177,0.077931,0
-0.785706,0.611786,0.037659,0
0.038366,-0.996142,0.104595,1
0.032745,-1.003402,0.081268,0
0.009543,0.003315,-1.07746,1
1.012432,-0.036835,0.025925,2
-0.786774,0.612183,0.036713,0
0.033622,-1.00152,0.079903,0
-0.78656,0.613037,0.035461,0
0.033128,-1.002087,0.079322,0
0.975717,-0.189846,0.150712,2
0.262604,1.014252,0.050262,2
0.030373,-0.994135,0.065564,0
-0.786041,0.611359,0.037659,0
0.033713,-1.002517,0.084228,0
-0.778442,0.575623,0.033569,1
0.033209,-1.002961,0.082031,0
-0.768646,0.614288,0.037384,0
-0.750542,-0.688141,0.032183,2
0.017628,0.031956,-0.998872,0
-0.786407,0.610046,0.041534,0
0.021914,-1.029745,0.115388,1
0.033756,-1.003476,0.080561,0
0.05129,0.05733,-1.102872,1
0.03318,-1.002907,0.082367,0
-0.793396,0.632385,0.046112,1
0.010364,-0.026001,-1.099359,1
0.032693,-1.002982,0.08301,0
0.019476,0.031226,-0.999998,0
0.033243,-1.003299,0.082243,0
0.019035,0.032355,-0.998339,0
0.005456,0.024948,-1.11141,0
0.032138,-1.001079,0.078906,0
-0.785675,0.611633,0.037079,0
-0.785767,0.610443,0.039429,0
0.153259,0.945953,0.027069,2
0.048044,0.014302,-1.09053,1
0.023386,0.050761,-0.869806,0
0.032982,-1.00244,0.080266,0
0.009358,-1.028877,0.134126,1
-0.785858,0.612366,0.036011,0
0.032759,-1.002027,0.079324,0
-0.036896,1.001312,-0.070587,2
-0.066528,0.987213,0.052185,2
0.021804,0.031477,-0.999371,0
-0.785431,0.610565,0.034058,0
0.020571,0.032135,-0.999064,0
0.015075,0.046775,-0.990064,1
0.033483,-1.00265,0.081696,0
-0.193373,-1.128528,0.230081,2
-0.786316,0.61026,0.040314,0
-0.786041,0.611359,0.037811,0
0.020503,0.033472,-1.000199,0
0.019399,0.032912,-0.99851,0
0.028783,-1.010914,0.067664,1
1.154952,-0.166017,0.094558,2
-0.782715,0.560547,0.045898,1
0.051558,0.051233,-0.998716,1
-0.785889,0.610199,0.035309,0
-0.772766,0.632324,0.039032,1
-0.771393,0.628204,0.029633,1
0.018422,0.032744,-0.999767,0
0.144501,0.975189,0.055695,2
0.019439,0.032015,-0.999681,0
0.064058,0.086004,-1.020815,1
0.982852,-0.156155,0.118847,2
-0.786285,0.610352,0.038147,0
-0.063232,0.990417,0.060638,2
0.033661,-1.003828,0.079919,0
-0.740371,-0.657359,-0.015198,2
-0.110382,0.993835,0.034119,2
-0.000032,-1.023876,0.180364,1
-0.806824,0.591064,0.040253,1
0.031469,-1.018456,0.085238,1
0.018759,0.032065,-0.997706,0
-0.783844,0.613068,0.029755,0
-0.049622,0.971527,0.214569,2
0.009237,-1.033305,0.152008,1
-0.786469,0.609283,0.041626,0
-0.741559,-0.674765,-0.004985,2
-0.789154,0.590881,0.036835,1
-0.787323,0.613037,0.039093,0
-0.785889,0.609955,0.0383,0
0.01944,0.031246,-0.997807,0
-0.786377,0.611145,0.040222,0
0.033308,-1.002251,0.078435,0
0.019229,0.03121,-0.999239,0
-0.753052,0.619232,0.038269,1
-0.78656,0.608673,0.039337,0
-0.894821,-0.545778,0.441448,2
-0.017284,0.085069,-1.000053,0
0.034641,-1.002133,0.080321,0
0.021219,0.032005,-1.000005,0
0.016638,0.031943,-0.995317,0
-0.784637,0.61261,0.035187,0
0.033308,-1.005862,0.12677,1
0.019894,0.032235,-0.998123,0
0.004943,0.056258,-1.012071,1
-0.797058,0.590057,0.037628,1
0.032352,-1.002644,0.08277,0
-0.752225,-0.704433,0.053094,2
-0.785492,0.611328,0.037476,0
-0.786957,0.609161,0.040131,0
-0.246379,-0.96755,0.124962,2
-0.799438,0.620483,0.048187,1
0.010485,-0.010603,-0.99863,1
0.02202,0.030943,-0.998557,0
-0.785828,0.610291,0.041382,0
0.032862,-1.003951,0.079891,0
-0.785156,0.611298,0.038605,0
0.018731,0.031894,-0.998409,0
-0.786774,0.609924,0.039886,0
0.020267,0.031667,-0.998677,0
-0.013916,0.967072,0.015656,2
0.021121,0.032219,-0.998389,0
0.028727,0.06619,-1.094954,1
0.044978,0.092621,-0.893926,1
0.022015,-1.000939,0.113035,1
-0.254385,-0.987086,0.131987,2
0.009934,0.006514,-1.071471,1
0.029985,-1.000899,0.078765,0
-0.698153,-0.7246,-0.036633,2
-0.935026,-0.724286,0.241739,2
-0.008942,0.964874,-0.226044,2
-0.785889,0.610413,0.039703,0
-0.785858,0.611084,0.038483,0
-0.747189,-0.668616,-0.015331,2
-0.78537,0.61261,0.03775,0
-0.823102,-0.563,0.050533,2
-0.78653,0.630798,0.046021,1
-0.785767,0.610962,0.038879,0
1.001157,-0.055023,0.031287,2
0.033614,-1.002104,0.083286,0
0.017507,-1.020334,0.108939,1
-0.78653,0.610077,0.040436,0
-0.786346,0.612335,0.036896,0
-0.785492,0.611542,0.038086,0
0.013449,0.015216,-1.091793,1
-0.040894,1.022858,0.025146,2
0.006058,-1.008234,0.149221,1
0.00637,0.015064,-0.913468,1
0.01686,0.076935,-0.862452,1
-0.784943,0.612,0.038422,0
-0.807709,0.616913,0.046234,1
0.032282,-1.002828,0.081335,0
-0.108551,0.978699,-0.001099,2
-0.793274,0.555756,0.052979,1
0.01895,0.032056,-1.000445,0
-0.853007,-0.524916,0.01666,2
-0.785278,0.610535,0.036316,0
-0.300476,1.151917,0.157837,2
-0.703506,-0.631029,-0.055577,2
-0.79892,0.627441,0.049591,1
0.03346,-1.003666,0.082422,0
0.021451,0.033397,-0.999007,0
-0.858153,-0.523361,0.009896,2
0.013638,-1.028016,0.150799,1
0.019653,0.03159,-0.998135,0
-0.006605,-0.013395,-0.987427,1
-0.827324,-0.550409,0.046723,2
-0.785797,0.612091,0.040863,0
-0.795471,0.586365,0.038666,1
0.012384,-1.032595,0.144248,1
0.019556,0.032552,-0.99885,0
-0.063904,1.025177,0.139771,2
1.017408,-0.005002,0.052006,2
0.032642,-1.003157,0.079623,0
-0.774658,0.615784,0.036957,1
-0.785889,0.611115,0.040619,0
0.021644,0.03214,-0.998874,0
-0.859443,-0.456003,-0.048286,2
-0.778168,0.61261,0.036499,1
0.032277,-1.002632,0.080665,0
-0.784882,0.611633,0.036224,0
0.021929,0.030662,-0.998288,0
0.020024,0.031586,-0.999411,0
0.033574,-1.003067,0.081327,0
-0.784241,0.598907,0.029938,1
-0.250786,-0.948491,0.209796,2
0.999526,-0.0598,0.047544,2
0.001882,-0.068392,-1.05596,1
-0.786011,0.610077,0.040558,0
0.013184,0.010161,-0.949941,1
0.037842,1.008575,0.025421,2
0.024203,0.094298,-1.012829,1
0.070981,0.139096,-1.060823,1
0.03331,-1.003347,0.083157,0
0.031996,-1.001328,0.080705,0
0.020964,0.033061,-0.99929,0
0.00953,0.083661,-0.988679,1
0.065497,-0.977241,-0.013674,1
0.076233,0.948334,0.01944,2
-0.347524,-0.949442,0.12676,2
0.001271,-1.033888,0.151281,1
-0.061461,-1.236342,0.044423,2
0.019764,0.030056,-1.001203,0
-0.786804,0.609741,0.038513,0
-0.786469,0.610168,0.039001,0
0.061336,0.098315,-1.094659,1
0.034559,-1.003729,0.081135,0
-0.78241,0.643219,0.0401,1
0.045718,-0.965944,-0.023788,1
-0.807312,0.598175,0.039551,1
0.033342,-1.003101,0.07843,0
0.020724,0.03255,-0.999908,0
1.114696,-0.224973,0.275087,2
1.005853,-0.017169,-0.007784,2
0.150482,0.98584,0.04657,2
0.023459,0.030937,-0.997604,0
0.018827,0.030885,-0.996781,0
0.033628,-1.003133,0.080076,0
0.049103,1.014191,0.040283,2
-0.788483,0.624298,0.040009,1
0.055647,-0.997937,0.028226,1
-0.785858,0.611877,0.036896,0
0.012567,0.019117,-0.890048,1
0.026208,0.088438,-1.024509,1
0.020658,0.032674,-0.998354,0
0.992929,-0.118766,0.065338,2
0.979679,-0.080314,0.056957,2
0.020117,0.03101,-0.998019,0
0.033046,-1.002571,0.080723,0
0.065659,-0.970315,-0.048625,0
-0.053528,0.994873,0.029541,2
0.018132,0.030024,-0.998504,0
-0.833644,-0.556618,0.053615,2
-0.750937,-0.67667,0.034253,2
0.072296,0.96698,-0.008942,2
0.019988,0.032255,-0.999157,0
-0.786072,0.610016,0.038818,0
0.034498,-1.00322,0.081505,0
0.01965,0.032343,-0.999096,0
-0.034271,1.002197,0.009552,2
0.032459,-1.002473,0.08033,0
-0.786194,0.610413,0.037903,0
-0.329211,-0.962571,0.026609,2
-0.784851,0.609772,0.038757,0
-0.785614,0.61142,0.039948,0
-0.807763,-0.627094,0.074154,2
0.033322,-1.002777,0.080446,0
0.024757,0.031769,-1.003914,0
-0.786285,0.612396,0.037598,0
0.056285,0.081442,-1.098312,1
0.021766,0.031942,-0.998025,0
-0.786591,0.613495,0.035828,0
-0.786682,0.610199,0.039856,0
0.857352,-0.13224,-0.259701,2
-0.785889,0.61203,0.034393,0
0.009789,0.047384,-0.939406,1
0.021552,0.032234,-0.998995,0
0.002825,-1.038512,0.171564,1
1.097923,-0.116494,0.016847,2
0.00471,-1.0406,0.166873,1
0.701376,-0.411238,-0.030278,2
-0.778961,0.608734,0.032684,1
0.033633,-1.002786,0.080963,0
0.970387,-0.19315,-0.00243,2
0.019423,-0.005055,-1.103986,1
-0.189533,-0.988034,0.102741,2
-0.787964,0.56015,0.049377,1
0.006935,-0.003929,-1.092387,1
-0.785767,0.610382,0.040009,0
0.013381,-1.030844,0.137298,1
0.017513,0.06021,-1.010165,1
0.029861,-1.00305,0.087569,0
0.03352,-1.002789,0.08258,0
-0.785645,0.611389,0.037048,0
-0.785797,0.611359,0.038025,0
-0.785858,0.610931,0.037689,0
0.754426,-0.396923,0.021129,2
0.032053,-1.002721,0.079018,0
-0.02951,1.011658,0.050568,2
0.03424,-1.003092,0.079615,0
0.018753,0.033246,-0.998631,0
0.019873,0.030957,-0.99857,0
0.032494,-1.003026,0.080631,0
-0.785339,0.611603,0.036926,0
-0.829893,-0.523246,-0.009043,2
-0.0091,-0.013015,-0.900107,1
0.032814,-1.002945,0.082735,0
-0.780548,0.636475,0.044708,1
0.005402,1.02066,-0.001282,2
-0.082764,1.013397,0.081726,2
-0.786804,0.609039,0.041016,0
-0.278491,-0.981979,0.164996,2
0.034135,-1.012107,0.052162,1
0.019193,0.03136,-0.997471,0
0.03264,-1.002188,0.079781,0
-0.768127,0.647095,0.031555,0
0.045519,-0.963946,-0.040158,1
0.017471,0.032536,-0.998894,0
0.01968,0.03198,-0.997672,0
0.000144,-1.032676,0.173962,1
-0.786591,0.60907,0.041168,0
0.019192,0.032165,-0.999589,0
0.002123,-0.052228,-1.148079,1
0.960033,-0.237695,-0.097149,2
0.033193,-1.004079,0.07876,0
-0.78595,0.611725,0.035614,0
-0.057434,0.985809,0.03476,2
0.020764,-0.981818,0.080089,1
-0.905999,-0.416822,0.057806,2
-0.785522,0.61087,0.037354,0
1.002632,-0.05448,0.048708,2
-0.785278,0.609589,0.039001,0
0.035815,-1.001668,0.111773,1
-0.787079,0.609344,0.04068,0
0.033539,-1.003111,0.080503,0
0.033042,-1.003156,0.079621,0
0.049397,0.088473,-1.062749,1
0.861937,-0.298059,0.008797,2
0.021886,0.032728,-0.999076,0
0.034077,-1.004332,0.082354,0
-0.786469,0.638824,0.046326,1
-0.259853,-0.987885,0.39979,2
-0.056213,0.995941,0.068848,2
0.033382,-1.00307,0.079955,0
0.032405,-1.002646,0.081397,0
-0.774536,0.601074,0.029938,0
0.036974,-0.994908,0.098905,1
0.939099,-0.017013,0.0386,2
0.992296,-0.131651,0.085632,2
-0.785645,0.612061,0.037231,0
0.92636,-0.229274,0.03972,2
-0.78595,0.61377,0.036865,0
0.019543,0.03504,-1.00091,0
0.033487,-1.002482,0.08243,0
0.033261,-1.003319,0.080229,0
-0.785461,0.612549,0.03598,0
0.0206,0.032701,-0.999815,0
0.033656,-1.003153,0.079557,0
0.033118,-1.002272,0.082494,0
-0.119049,0.937103,0.087311,2
0.032117,-1.002071,0.079907,0
0.020851,0.031456,-0.998647,0
0.033679,-1.002898,0.083494,0
-0.786072,0.611511,0.037445,0
-0.783447,0.609222,0.035553,0
-0.785492,0.609497,0.038971,0
0.034431,-1.003203,0.08062,0
0.987144,-0.123597,0.397207,2
-0.78299,0.606018,0.044373,0
0.921385,0.034235,0.063177,2
-0.786163,0.611145,0.038269,0
-0.332397,1.272491,0.159302,2
0.032866,-1.002133,0.081581,0
-0.849396,0.615295,0.076172,0
-0.786194,0.611328,0.038116,0
-0.908689,-0.616879,0.178713,2
-0.745738,-0.638127,0.086168,2
-0.786163,0.61026,0.041443,0
1.00923,-0.014847,0.003054,2
0.082001,1.001465,0.105408,2
0.018912,0.032933,-0.999852,0
-0.812714,0.603851,0.042938,1
-0.78537,0.611938,0.036163,0
-0.788513,0.605377,0.038666,1
0.036035,-1.001974,0.077112,0
0.018849,0.03312,-1.000032,0
0.0329,-1.002654,0.081852,0
-0.786469,0.610687,0.040649,0
-0.785645,0.611237,0.035828,0
-0.2673,-1.030259,0.152557,2
0.066141,-0.980859,-0.020991,0
0.033357,-1.00207,0.081548,0
-0.785004,0.610718,0.03775,0
0.033263,-1.004226,0.08001,0
0.034856,-1.003543,0.079457,0
-0.187476,-0.993463,0.089029,2
0.033442,-1.003758,0.079432,0
1.0189,-0.019331,0.055034,2
-0.811859,0.587585,0.059296,0
0.02278,0.032512,-1.000262,0
-0.028186,-0.100071,-1.151718,1
0.034857,-1.004115,0.07924,0
-0.785339,0.612061,0.037842,0
0.033286,-1.00327,0.079283,0
-0.786713,0.609467,0.039307,0
0.032625,-1.00194,0.082529,0
0.021266,-0.005456,-1.079965,1
0.033376,-1.002633,0.079348,0
0.033235,-1.002192,0.081578,0
-0.785767,0.611877,0.034546,0
-0.785339,0.611725,0.03656,0
-0.774353,0.557983,0.036194,0
0.019448,0.030304,-0.998218,0
0.056579,-0.984047,0.027729,1
0.024746,-1.001605,0.081502,0
0.034278,-1.002874,0.080867,0
0.019066,0.032751,-0.999854,0
0.011142,-1.038101,0.164234,1
-0.805722,-0.596604,-0.054948,2
-0.804443,0.579987,0.047791,1
0.03486,-0.016792,-0.991366,1
0.033731,-1.004066,0.081198,0
0.033487,-1.003052,0.08206,0
0.033478,-1.002184,0.081181,0
0.033653,-1.003322,0.078915,0
0.018056,0.03305,-1.00156,0
0.032973,-1.002562,0.078771,0
1.040617,-0.077671,-0.101589,2
0.048669,-0.967647,-0.02482,1
0.032654,-1.002087,0.082284,0
-0.787598,0.609558,0.041443,0
-0.785156,0.610596,0.037231,0
-0.79126,0.654358,0.047058,0
0.033255,-1.003238,0.079223,0
0.018862,0.030892,-0.99876,0
0.02396,0.067705,-0.878447,1
0.034433,-1.002819,0.081172,0
0.032235,-1.002114,0.079052,0
-0.786743,0.610809,0.039948,0
0.034526,-1.000959,0.082343,0
0.033497,-1.002745,0.078889,0
0.020906,0.032022,-0.997785,0
0.032552,-1.001934,0.080699,0
0.032721,-1.003754,0.082151,0
0.031768,-1.002006,0.07817,0
-0.80835,0.595825,0.044037,1
0.947803,-0.133827,0.079479,2
-0.785614,0.612915,0.036682,0
0.025088,-1.016759,0.078537,1
-0.855907,-0.524835,0.011104,2
-0.215896,-0.965596,0.022344,2
0.027385,-1.020836,0.089819,1
-0.804901,0.62558,0.047333,1
0.026516,-1.01918,0.06921,0
-0.091583,0.887177,0.225861,2
0.011177,0.027934,-0.982874,1
0.020314,0.033721,-0.998827,0
0.033329,-1.002368,0.076726,0
0.020288,0.032559,-0.997263,0
0.033403,-1.002929,0.083495,0
-0.784882,0.612366,0.035858,0
1.04273,-0.075023,0.092717,2
-0.390893,-0.902929,0.044522,2
0.008874,-1.034608,0.177569,1
-0.251336,-0.996254,0.127705,2
-0.786011,0.610809,0.040161,0
-0.786102,0.611267,0.038116,0
0.039457,-0.987233,0.016321,1
0.988197,-0.15181,0.097954,2
-0.786652,0.611176,0.03952,0
0.034253,-1.003374,0.081566,0
-0.785828,0.610992,0.03598,0
0.019924,0.032944,-1.000029,0
0.02065,0.034357,-0.999971,0
0.019835,0.031932,-0.998311,0
-0.932449,-0.537574,0.202953,2
-0.785736,0.611694,0.037079,0
-0.008428,-0.031694,-1.097557,0
0.011013,-0.008621,-1.126559,1
0.020822,0.031629,-0.99974,0
-0.785645,0.611877,0.03595,0
0.018635,0.03309,-1.000156,0
0.113678,0.984314,-0.178406,2
0.024031,-1.02337,0.093084,1
-0.746441,-0.672825,0.003874,2
0.01614,0.033174,-0.995878,0
-0.786102,0.61084,0.041016,0
0.963537,-0.213762,0.19331,2
0.985446,-0.230975,0.353164,2
0.033837,-1.00293,0.079069,0
-0.786316,0.610168,0.03894,0
0.869521,-0.214337,0.102186,2
-0.884323,-0.551529,0.094387,2
-0.007809,0.011201,-0.886223,1
-0.205349,-0.939132,0.133573,2
-0.785736,0.611359,0.037354,0
0.02124,0.033095,-0.999348,0
-0.23409,-0.98339,0.124436,2
-0.752064,-0.706462,0.091537,2
-0.785858,0.60965,0.040924,0
-0.785614,0.611176,0.038086,0
-0.091339,0.990051,-0.015991,2
-0.785095,0.610901,0.037567,0
0.021675,0.03192,-0.998513,0
0.034205,-1.003438,0.078729,0
0.033002,-1.002558,0.078587,0
0.022005,0.033573,-1.000036,0
0.022096,0.030185,-1.002191,0
0.032952,-1.003346,0.080017,0
-0.785797,0.612823,0.034821,0
-0.058563,0.988525,0.054382,2
0.033709,-1.002883,0.078216,0
-0.786346,0.609711,0.040771,0
-0.78595,0.611084,0.038147,0
0.890254,-0.272963,0.328621,2
0.996408,-0.08934,-0.193278,2
0.033244,-1.003034,0.082671,0
-0.791107,0.626862,0.048004,1
-0.802277,0.601135,0.033966,1
-0.791016,0.596802,0.03363,1
0.021551,0.032391,-0.999236,0
-0.785187,0.611359,0.036194,0
-0.786255,0.610138,0.03949,0
0.032657,-1.002845,0.082248,0
0.032679,-1.002218,0.081276,0
-0.748953,-0.662111,-0.015236,2
-0.784821,0.61145,0.036377,0
-0.872715,-0.430314,0.031767,2
-0.779053,0.63913,0.044586,1
0.021275,0.032707,-0.999872,0
0.019108,0.031252,-0.999939,0
-0.78418,0.611633,0.035767,0
-0.7442,-0.667915,0.037176,2
-0.802551,0.578278,0.047363,1
0.019606,0.034022,-0.998857,0
-0.218066,-0.954587,-0.004486,2
-0.046295,0.996521,0.025604,2
-0.787231,0.610138,0.039856,0
0.02263,0.031541,-0.999152,0
-0.252893,-0.995483,0.129944,2
0.013667,-1.011516,0.154838,1
0.057037,1.095184,0.072113,2
0.062886,-0.976396,-0.007706,1
0.033293,-1.002781,0.080659,0
0.020145,0.031445,-0.998347,0
0.019991,0.031919,-0.999223,0
0.021903,0.030632,-0.999993,0
0.02066,0.032502,-0.998966,0
0.022021,0.031084,-0.999528,0
0.0219,0.030087,-0.997019,0
-0.786469,0.610199,0.03952,0
-0.75589,0.601471,0.036346,1
-0.742853,-0.655896,0.003865,2
0.026335,0.031297,-1.08007,1
-0.785522,0.610352,0.039551,0
0.031925,-1.002166,0.078565,0
-0.782166,0.603882,0.034698,1
-0.737209,-0.659543,0.03778,2
0.021763,0.033403,-1.000862,0
-0.785431,0.611237,0.037201,0
0.032567,-1.002612,0.082738,0
0.058625,-0.985766,-0.005883,1
0.020715,0.033294,-0.99874,0
0.033996,-1.002497,0.0802,0
0.032931,-1.001814,0.082376,0
0.03382,-1.003965,0.08068,0
-0.785767,0.610931,0.041382,0
0.032216,-1.003504,0.080233,0
0.032955,-1.002213,0.081031,0
1.015061,0.015356,-0.177684,2
0.021879,0.033391,-0.998518,0
0.033896,-1.003651,0.083244,0
0.03339,-1.003518,0.081081,0
1.045696,-0.076404,-0.13444,2
1.021146,-0.050407,0.103422,2
0.020087,0.031305,-0.99905,0
0.013695,0.016986,-0.989154,0
-0.786499,0.609802,0.040497,0
-0.78537,0.609985,0.040741,0
0.016939,0.03523,-1.002354,0
0.042664,-0.972462,0.001021,1
-0.057343,1.036774,0.24176,2
-0.786621,0.610443,0.041138,0
0.033032,-1.002853,0.078158,0
-0.769073,0.578583,0.040588,1
0.032342,-1.001141,0.082017,0
0.020505,0.032837,-0.998961,0
-0.068329,0.997925,-0.342041,2
-0.784546,0.612213,0.035278,0
0.052206,-0.998194,0.028485,1
-0.786011,0.611755,0.036438,0
0.037634,0.079673,-0.887301,1
0.043285,0.157798,-0.9684,1
-0.785187,0.610596,0.038788,0
-0.790466,0.589874,0.034607,1
-0.786316,0.609985,0.0383,0
-0.787018,0.610535,0.040894,0
0.034069,-1.002565,0.082121,0
-0.101471,1.007111,-0.213959,2
-0.785858,0.611237,0.037323,0
0.033771,-1.003137,0.083339,0
0.021033,0.032796,-1.001485,0
-0.785492,0.610687,0.037842,0
0.018697,0.032865,-0.999581,0
-0.787018,0.611145,0.035004,0
-0.756226,0.578094,0.034821,0
-0.005376,0.002351,-0.865348,1
0.01922,0.032012,-0.997917,0
0.016315,-1.031958,0.123608,1
-0.797241,0.639313,0.043945,1
-0.790833,0.596039,0.039978,1
0.018604,0.032696,-0.998762,0
-0.151794,0.92981,0.103455,2
1.003883,0.005506,0.021457,2
0.013013,-1.036041,0.164726,1
-0.786194,0.610352,0.039612,0
-0.786438,0.61026,0.040588,0
-0.785309,0.610443,0.0401,0
0.059459,-0.984697,0.025697,1
-0.788879,0.644226,0.048279,1
0.05102,0.034113,-1.003623,1
0.110229,0.938782,0.08847,2
0.033196,-1.003427,0.079557,0
0.011047,0.027965,-1.052214,1
-0.214022,-0.941468,0.015743,2
-0.785736,0.612427,0.03598,0
0.020844,0.03292,-0.999993,0
0.0376,0.108175,-0.95478,1
0.176392,1.0112,-0.06424,2
0.02645,-1.02526,0.170951,1
-0.786377,0.610046,0.039459,0
0.021081,0.033734,-0.999217,0
0.021514,0.033118,-0.998829,0
-0.750822,-0.664944,-0.020072,2
0.002829,-1.027086,0.163611,1
0.018115,0.032224,-0.998286,0
0.033309,-1.002225,0.078649,0
0.173126,1.006409,-0.028229,2
0.021185,0.032404,-1.00009,0
0.299133,0.692291,0.044678,2
0.019928,0.03162,-0.99795,0
0.022063,0.048098,-0.908332,1
0.019305,0.0338,-1.000232,0
0.033117,-1.00311,0.081909,0
0.040662,0.113966,-0.945475,1
-0.069855,0.9646,0.024231,2
0.033922,-1.003788,0.082511,0
0.934017,-0.291644,0.264298,2
0.032991,-1.00322,0.081329,0
0.01919,0.032664,-1.000099,0
0.033393,-1.001848,0.082587,0
0.019747,0.031023,-0.9972,0
-0.786743,0.610016,0.040863,0
0.019627,0.031979,-1.000929,0
0.053359,-0.99486,0.022917,1
-0.790115,-0.655797,0.065884,2
0.019874,0.031219,-0.999479,0
0.060784,0.183901,-0.989908,1
0.032356,-1.002799,0.078375,0
-0.786072,0.610565,0.038116,0
0.018824,0.031902,-0.998804,0
0.03326,-1.002055,0.080786,0
-0.735498,-0.689742,-0.030211,2
0.034618,-1.011747,0.066044,1
-0.805359,0.630798,0.041992,1
0.016128,0.082759,-0.999977,1
0.03187,-1.002518,0.079478,0
0.032622,-1.00196,0.082041,0
